ctrlMSE	score	pMSE	p	BH
phosphatidylinositol 3-kinase signaling	77.7601959897908	0.833374225226048	0.337325349301397	0.261477045908184	0.958142109940702
hindgut morphogenesis	77.01380196413	0.833373366621322	0.349301397205589	0.369261477045908	0.958142109940702
hindgut development	77.01380196413	0.833373366621322	0.327345309381238	0.345309381237525	0.958142109940702
positive regulation of axon extension involved in axon guidance	77.167576557559	0.833372406678647	0.313373253493014	0.303393213572854	0.958142109940702
positive regulation of macroautophagy	76.2747125023817	0.83337171851869	0.279441117764471	0.373253493013972	0.958142109940702
negative regulation of protein acetylation	76.3716775138952	0.83335716508155	0.279441117764471	0.329341317365269	0.958142109940702
DNA-templated transcription, elongation	76.9306270782636	0.833355789770902	0.329341317365269	0.37125748502994	0.958142109940702
negative regulation of dephosphorylation	78.0219381376177	0.833354406380422	0.379241516966068	0.307385229540918	0.958142109940702
regulation of intrinsic apoptotic signaling pathway	77.5559201663269	0.833354034895802	0.405189620758483	0.387225548902196	0.958142109940702
negative regulation of protein metabolic process	77.8712039072923	0.833353190523622	0.532934131736527	0.447105788423154	0.958142109940702
cell cycle	77.530863641553	0.833345736740472	0.43313373253493	0.419161676646707	0.958142109940702
positive regulation of NF-kappaB transcription factor activity	77.9097980221059	0.833343502847245	0.421157684630739	0.365269461077844	0.958142109940702
protein deubiquitination	77.5157197654235	0.833339031836512	0.44311377245509	0.421157684630739	0.958142109940702
DNA dealkylation	76.5752223713986	0.833336255680303	0.239520958083832	0.275449101796407	0.958142109940702
embryo implantation	77.7054588300798	0.83333352803995	0.317365269461078	0.277445109780439	0.958142109940702
female gonad development	76.3648593502451	0.833328829791978	0.253493013972056	0.329341317365269	0.958142109940702
regulation of peptidase activity	78.7752045707534	0.833322742991334	0.554890219560878	0.351297405189621	0.958142109940702
chromosome segregation	77.2417038137151	0.833302793424635	0.36127744510978	0.3812375249501	0.958142109940702
response to wounding	77.235748007183	0.833290829881387	0.409181636726547	0.417165668662675	0.958142109940702
regulation of motor neuron apoptotic process	76.7761842528466	0.833289523943329	0.30938123752495	0.325349301397206	0.958142109940702
cellular response to radiation	78.2007289921009	0.833282317856449	0.469061876247505	0.365269461077844	0.958142109940702
allantoin metabolic process	78.8757823334511	0.833279174874332	0.481037924151697	0.337325349301397	0.958142109940702
positive regulation of cellular amide metabolic process	77.4170842297733	0.833270942605298	0.391217564870259	0.369261477045908	0.958142109940702
diacylglycerol catabolic process	76.6683905297588	0.833265871482085	0.303393213572854	0.325349301397206	0.958142109940702
positive regulation of protein homooligomerization	81.8801978344839	0.833254070506534	0.656686626746507	0.341317365269461	0.958142109940702
regulation of potassium ion export across plasma membrane	76.286332199556	0.833250354571051	0.271457085828343	0.341317365269461	0.958142109940702
regulation of viral budding via host ESCRT complex	76.5736535551248	0.83324515223092	0.279441117764471	0.325349301397206	0.958142109940702
purinergic nucleotide receptor signaling pathway	77.4444035795299	0.833241996251794	0.37125748502994	0.335329341317365	0.958142109940702
embryonic viscerocranium morphogenesis	76.9631267234855	0.833238613354527	0.331337325349301	0.331337325349301	0.958142109940702
regulation of chemokine-mediated signaling pathway	77.1460372528851	0.833237833162494	0.321357285429142	0.303393213572854	0.958142109940702
regulation of axon extension involved in axon guidance	77.1784989384301	0.833228017493953	0.30938123752495	0.313373253493014	0.958142109940702
positive regulation of cellular extravasation	76.842995008308	0.833227788941138	0.289421157684631	0.30938123752495	0.958142109940702
regulation of core promoter binding	77.8462869536452	0.833226555439847	0.365269461077844	0.307385229540918	0.958142109940702
female pregnancy	77.6961488691047	0.833226233470167	0.389221556886228	0.349301397205589	0.958142109940702
snoRNA localization	75.2860845465424	0.833224874446134	0.213572854291417	0.353293413173653	0.958142109940702
calcitonin family receptor signaling pathway	77.109269766088	0.833223187238729	0.335329341317365	0.345309381237525	0.958142109940702
amylin receptor signaling pathway	77.109269766088	0.833223187238729	0.315369261477046	0.307385229540918	0.958142109940702
MyD88-independent toll-like receptor signaling pathway	77.4288843527635	0.833218939627831	0.345309381237525	0.335329341317365	0.958142109940702
linoleic acid metabolic process	76.8394146418443	0.833214228198323	0.293413173652695	0.347305389221557	0.958142109940702
plasma membrane raft assembly	78.2752554757287	0.833206230621167	0.375249500998004	0.285429141716567	0.958142109940702
plasma membrane raft organization	78.2752554757287	0.833206230621167	0.369261477045908	0.303393213572854	0.958142109940702
positive regulation of secretion by cell	79.1419768054727	0.833200445109489	0.594810379241517	0.387225548902196	0.958142109940702
TRIF-dependent toll-like receptor signaling pathway	77.4291929609909	0.833199821314921	0.367265469061876	0.345309381237525	0.958142109940702
development of primary female sexual characteristics	76.4610922120734	0.833197976035727	0.255489021956088	0.315369261477046	0.958142109940702
acylglycerol acyl-chain remodeling	77.1756357126119	0.833197440698182	0.335329341317365	0.353293413173653	0.958142109940702
high-density lipoprotein particle assembly	78.0045631878355	0.8331970895308	0.379241516966068	0.317365269461078	0.958142109940702
negative regulation of protein localization to membrane	76.5475828572616	0.833196296414609	0.261477045908184	0.315369261477046	0.958142109940702
negative regulation of macromolecule biosynthetic process	78.1128537674384	0.833192924316012	0.542914171656687	0.425149700598802	0.958142109940702
cellular response to organic substance	77.7514189653019	0.833184416029509	0.522954091816367	0.447105788423154	0.958142109940702
negative regulation of keratinocyte migration	77.5632905039844	0.833184280971286	0.345309381237525	0.343313373253493	0.958142109940702
regulation of ventricular cardiac muscle cell membrane depolarization	77.3503057227555	0.8331831328576	0.353293413173653	0.339321357285429	0.958142109940702
angiotensin maturation	77.9861029387773	0.833181995486392	0.345309381237525	0.267465069860279	0.958142109940702
modified amino acid transport	77.4629089499809	0.833180556823222	0.335329341317365	0.29940119760479	0.958142109940702
UDP-glucuronate metabolic process	76.5177481885563	0.833175214357224	0.235528942115768	0.283433133732535	0.958142109940702
omega-hydroxylase P450 pathway	76.2281996531562	0.833168941705229	0.219560878243513	0.317365269461078	0.958142109940702
flavonoid metabolic process	76.5813266579143	0.833166674458133	0.295409181636727	0.339321357285429	0.958142109940702
membrane assembly	77.3936251702039	0.833164474016193	0.355289421157685	0.345309381237525	0.958142109940702
positive regulation of mast cell activation involved in immune response	76.4270907746027	0.833163944095248	0.273453093812375	0.327345309381238	0.958142109940702
positive regulation of mast cell degranulation	76.4270907746027	0.833163944095248	0.271457085828343	0.341317365269461	0.958142109940702
positive regulation of autophagy	76.3851490199181	0.833163645775121	0.243512974051896	0.325349301397206	0.958142109940702
positive regulation of peptidyl-cysteine S-nitrosylation	77.3784496736592	0.833158554755711	0.337325349301397	0.323353293413174	0.958142109940702
mast cell mediated immunity	77.0097406865819	0.833155809910012	0.317365269461078	0.327345309381238	0.958142109940702
T cell differentiation	77.8138961137294	0.833155666864529	0.377245508982036	0.347305389221557	0.958142109940702
muscle contraction	77.8443272949304	0.833155400246802	0.445109780439122	0.383233532934132	0.958142109940702
transition metal ion transport	76.7538974268868	0.833150022846606	0.261477045908184	0.325349301397206	0.958142109940702
detection of molecule of bacterial origin	76.703503499523	0.833144510983878	0.295409181636727	0.315369261477046	0.958142109940702
nucleotide-binding oligomerization domain containing 2 signaling pathway	76.8417180054962	0.833138986468651	0.327345309381238	0.339321357285429	0.958142109940702
negative regulation of granulocyte differentiation	76.8764148897925	0.833136797264333	0.289421157684631	0.313373253493014	0.958142109940702
positive regulation of long term synaptic depression	76.6237417664908	0.833133786358414	0.317365269461078	0.373253493013972	0.958142109940702
negative regulation of chemokine-mediated signaling pathway	77.1495048716182	0.833133058629153	0.357285429141717	0.3812375249501	0.958142109940702
regulation of protein ubiquitination	77.9006283702543	0.833125586127282	0.479041916167665	0.411177644710579	0.958142109940702
regulation of response to stress	77.7391069496491	0.83311750372263	0.522954091816367	0.44311377245509	0.958142109940702
cellular protein catabolic process	77.3780799428097	0.833107364871402	0.415169660678643	0.419161676646707	0.958142109940702
cardiac myofibril assembly	77.5289361286291	0.833106848970704	0.341317365269461	0.293413173652695	0.958142109940702
negative regulation of methylation-dependent chromatin silencing	76.9504966790912	0.83310152080447	0.355289421157685	0.359281437125749	0.958142109940702
regulation of immune effector process	77.8943596156155	0.833101094979206	0.508982035928144	0.441117764471058	0.958142109940702
regulation of protein modification by small protein conjugation or removal	77.9081237925006	0.833094375426832	0.48502994011976	0.455089820359281	0.958142109940702
positive regulation of heart contraction	76.7383717235901	0.833090805145828	0.239520958083832	0.287425149700599	0.958142109940702
ovulation cycle process	76.5067698849091	0.833090635807391	0.239520958083832	0.267465069860279	0.958142109940702
regulation of protein transport	78.1049870787119	0.833088254358952	0.538922155688623	0.43313373253493	0.958142109940702
negative regulation of regulatory T cell differentiation	76.6864894644029	0.833087608056165	0.31936127744511	0.37125748502994	0.958142109940702
sulfate transport	76.7276083310311	0.833082447177922	0.305389221556886	0.345309381237525	0.958142109940702
xenobiotic catabolic process	76.7433692318201	0.833078432833074	0.291417165668663	0.335329341317365	0.958142109940702
negative regulation of cellular protein metabolic process	77.8427088514026	0.833076931072865	0.530938123752495	0.441117764471058	0.958142109940702
mammary gland duct morphogenesis	77.9082293275538	0.833072870155534	0.401197604790419	0.341317365269461	0.958142109940702
negative regulation of transcription from RNA polymerase II promoter	78.1044014150604	0.833071286102573	0.558882235528942	0.417165668662675	0.958142109940702
transcription from RNA polymerase III promoter	77.1679223997574	0.833069095949828	0.317365269461078	0.317365269461078	0.958142109940702
response to water	76.6562782117705	0.833068942769579	0.331337325349301	0.387225548902196	0.958142109940702
response to hydrostatic pressure	76.6562782117705	0.833068942769579	0.321357285429142	0.353293413173653	0.958142109940702
histone H3-K36 dimethylation	77.0631995282424	0.83306544373082	0.333333333333333	0.333333333333333	0.958142109940702
pancreatic A cell differentiation	76.3836503134482	0.833059255211555	0.267465069860279	0.325349301397206	0.958142109940702
cellular carbohydrate catabolic process	76.6874123462747	0.833057768209283	0.261477045908184	0.30938123752495	0.958142109940702
regulation of proteasomal protein catabolic process	77.7149228599659	0.833055142832061	0.369261477045908	0.317365269461078	0.958142109940702
dorsal spinal cord development	78.3741237286341	0.833042954161036	0.421157684630739	0.365269461077844	0.958142109940702
regulation of organ morphogenesis	77.371560332783	0.833037403923756	0.349301397205589	0.347305389221557	0.958142109940702
positive regulation of mitochondrial membrane potential	76.8130301426603	0.833023663576124	0.293413173652695	0.341317365269461	0.958142109940702
pH elevation	77.4012632269267	0.83301446922474	0.335329341317365	0.31936127744511	0.958142109940702
intracellular pH elevation	77.4012632269267	0.83301446922474	0.379241516966068	0.337325349301397	0.958142109940702
mammary gland morphogenesis	77.3062383712733	0.833012396092419	0.355289421157685	0.353293413173653	0.958142109940702
actin-mediated cell contraction	79.0361934613781	0.833012299211652	0.49500998003992	0.365269461077844	0.958142109940702
regulation of ventricular cardiac muscle cell action potential	77.1482411710206	0.833011250883778	0.321357285429142	0.281437125748503	0.958142109940702
positive regulation of blood circulation	76.7621462100074	0.833003884974932	0.287425149700599	0.345309381237525	0.958142109940702
nucleotide phosphorylation	77.8524254371441	0.832998864359648	0.42315369261477	0.353293413173653	0.958142109940702
regulation of peptide transport	78.1454795876199	0.832998183526967	0.552894211576846	0.421157684630739	0.958142109940702
endocrine pancreas development	77.1296132599246	0.832996669719928	0.291417165668663	0.275449101796407	0.958142109940702
regulation of stem cell division	75.9372071421107	0.832994742359758	0.219560878243513	0.321357285429142	0.958142109940702
positive regulation of histone modification	76.7402999893219	0.832994418417513	0.295409181636727	0.347305389221557	0.958142109940702
positive regulation of mast cell activation	76.4487256442306	0.832991541747996	0.263473053892216	0.335329341317365	0.958142109940702
positive regulation of lyase activity	76.0683303173741	0.832988720769409	0.205588822355289	0.315369261477046	0.958142109940702
interleukin-5-mediated signaling pathway	76.6514338515681	0.832984966511292	0.281437125748503	0.327345309381238	0.958142109940702
ncRNA 3'-end processing	77.292810910244	0.83297415351982	0.317365269461078	0.313373253493014	0.958142109940702
negative regulation of translational initiation	76.8746315153951	0.832973886488003	0.249500998003992	0.291417165668663	0.958142109940702
opsonization	76.7298729501087	0.832972594807995	0.277445109780439	0.305389221556886	0.958142109940702
response to axon injury	76.6543546432733	0.832972090523406	0.295409181636727	0.333333333333333	0.958142109940702
regulation of dendritic cell apoptotic process	76.8961375382512	0.832965998907273	0.29940119760479	0.325349301397206	0.958142109940702
nucleoside diphosphate metabolic process	77.85847475218	0.832962602615274	0.407185628742515	0.353293413173653	0.958142109940702
regulation of cell cycle	77.5945150148406	0.832957957149408	0.497005988023952	0.439121756487026	0.958142109940702
regulation of dendritic cell chemotaxis	76.9709809776317	0.83295630237935	0.295409181636727	0.331337325349301	0.958142109940702
positive regulation of dendritic cell chemotaxis	76.9709809776317	0.83295630237935	0.329341317365269	0.331337325349301	0.958142109940702
cilium or flagellum-dependent cell motility	78.9118222799113	0.832956044206132	0.445109780439122	0.355289421157685	0.958142109940702
cilium-dependent cell motility	78.9118222799113	0.832956044206132	0.467065868263473	0.399201596806387	0.958142109940702
pri-miRNA transcription from RNA polymerase II promoter	77.9767719936428	0.832954231440753	0.419161676646707	0.375249500998004	0.958142109940702
positive regulation of fatty acid metabolic process	77.5006252482505	0.832936530354071	0.367265469061876	0.341317365269461	0.958142109940702
protein deglycosylation	77.2508505603977	0.83293240812056	0.373253493013972	0.355289421157685	0.958142109940702
regulation of hair cycle	76.0080134116275	0.832926188264031	0.193612774451098	0.301397205588822	0.958142109940702
negative regulation of leukocyte adhesion to vascular endothelial cell	80.4475183645497	0.832923900984845	0.554890219560878	0.349301397205589	0.958142109940702
DNA methylation or demethylation	76.4328666722294	0.832923014243107	0.271457085828343	0.327345309381238	0.958142109940702
heart valve development	77.4355251863485	0.8329209086718	0.313373253493014	0.307385229540918	0.958142109940702
heart valve morphogenesis	77.4355251863485	0.8329209086718	0.331337325349301	0.313373253493014	0.958142109940702
protein insertion into ER membrane	76.3444269845769	0.832912148167413	0.295409181636727	0.377245508982036	0.958142109940702
negative regulation of low-density lipoprotein particle receptor biosynthetic process	75.6063228346891	0.832911320287208	0.215568862275449	0.357285429141717	0.958142109940702
integrin-mediated signaling pathway	76.0722521025889	0.832909571158224	0.251497005988024	0.345309381237525	0.958142109940702
non-canonical Wnt signaling pathway	77.5143371793842	0.832908974478512	0.425149700598802	0.407185628742515	0.958142109940702
fatty acid elongation, saturated fatty acid	77.0864116288613	0.832900000510405	0.329341317365269	0.351297405189621	0.958142109940702
positive regulation of blood pressure	76.4204814835776	0.832897139989333	0.291417165668663	0.379241516966068	0.958142109940702
epithelial cell differentiation	77.3805750064991	0.832897075404722	0.387225548902196	0.389221556886228	0.958142109940702
positive regulation of JAK-STAT cascade	79.7848226814006	0.832889494287056	0.612774451097804	0.375249500998004	0.958142109940702
positive regulation of STAT cascade	79.7848226814006	0.832889494287056	0.594810379241517	0.347305389221557	0.958142109940702
muscle tissue development	77.2636603437424	0.83288822420289	0.377245508982036	0.387225548902196	0.958142109940702
ovarian follicle development	76.5843330305661	0.83286361461424	0.245508982035928	0.315369261477046	0.958142109940702
mesodermal cell differentiation	76.5337144643099	0.832860743138418	0.259481037924152	0.339321357285429	0.958142109940702
nodal signaling pathway	77.1599080235111	0.832858765173513	0.301397205588822	0.341317365269461	0.958142109940702
regulation of AMPA receptor activity	76.9097596188385	0.832857534970462	0.307385229540918	0.323353293413174	0.958142109940702
proteolysis involved in cellular protein catabolic process	77.3748672459772	0.832853730387489	0.415169660678643	0.403193612774451	0.958142109940702
negative regulation of molecular function	78.0413457872341	0.83285298715931	0.55688622754491	0.463073852295409	0.958142109940702
negative regulation of cell cycle process	77.344155128489	0.832851651270645	0.383233532934132	0.415169660678643	0.958142109940702
tetrahydrofolate biosynthetic process	76.9372921518923	0.832849857622904	0.301397205588822	0.341317365269461	0.958142109940702
positive regulation of peptidyl-serine phosphorylation	76.4919921588873	0.832840149039024	0.265469061876248	0.349301397205589	0.958142109940702
positive regulation of glomerular filtration	76.4294898981426	0.832833192107251	0.287425149700599	0.355289421157685	0.958142109940702
sensory perception of sound	76.8173305309734	0.832830897452323	0.297405189620758	0.365269461077844	0.958142109940702
response to abiotic stimulus	77.9200972428156	0.832823499882661	0.522954091816367	0.427145708582834	0.958142109940702
cellular response to nicotine	76.8280960205474	0.832796094013724	0.323353293413174	0.351297405189621	0.958142109940702
positive regulation of secretion	79.2027852907873	0.832792627145827	0.634730538922156	0.42315369261477	0.958142109940702
nucleoside diphosphate phosphorylation	77.8951000413448	0.832783673813243	0.421157684630739	0.379241516966068	0.958142109940702
T cell activation involved in immune response	77.8310678122638	0.832780666870174	0.351297405189621	0.31936127744511	0.958142109940702
positive regulation of peptidyl-tyrosine phosphorylation	77.7758777894207	0.832778877881164	0.471057884231537	0.411177644710579	0.958142109940702
skeletal muscle thin filament assembly	77.5669463983831	0.832767142963061	0.389221556886228	0.365269461077844	0.958142109940702
neural retina development	77.6027157527705	0.83276691090695	0.333333333333333	0.287425149700599	0.958142109940702
regulation of heterotypic cell-cell adhesion	82.4046307563445	0.83276234918379	0.668662674650699	0.305389221556886	0.958142109940702
N-glycan processing	76.0424984142242	0.832754981641346	0.205588822355289	0.315369261477046	0.958142109940702
regulation of cytokine production	78.3560674252386	0.832749707888432	0.596806387225549	0.44311377245509	0.958142109940702
mitochondrial protein processing	76.7086360096106	0.832746444249404	0.315369261477046	0.351297405189621	0.958142109940702
limb bud formation	76.9822298667943	0.832745904776066	0.349301397205589	0.365269461077844	0.958142109940702
histone H3-R17 methylation	76.6775553619252	0.832740042311557	0.311377245508982	0.345309381237525	0.958142109940702
citrate metabolic process	76.6485568232671	0.832738822633422	0.253493013972056	0.307385229540918	0.958142109940702
oligodendrocyte differentiation	80.5999571307008	0.832732987239522	0.55688622754491	0.297405189620758	0.958142109940702
folic acid-containing compound biosynthetic process	76.9643161329373	0.832730157666452	0.367265469061876	0.391217564870259	0.958142109940702
sensory perception of mechanical stimulus	76.8436028098316	0.832712551003376	0.24750499001996	0.317365269461078	0.958142109940702
tRNA aminoacylation for mitochondrial protein translation	76.666600850591	0.832705733079681	0.301397205588822	0.36127744510978	0.958142109940702
positive regulation by host of viral process	77.1842294954526	0.832701563609857	0.327345309381238	0.353293413173653	0.958142109940702
spinal cord patterning	77.9024972946821	0.832699201745593	0.365269461077844	0.311377245508982	0.958142109940702
dopamine receptor signaling pathway	76.0276534045084	0.832698703675215	0.217564870259481	0.31936127744511	0.958142109940702
muscle system process	77.7802515982544	0.832697495732537	0.481037924151697	0.441117764471058	0.958142109940702
negative regulation of epidermal growth factor receptor signaling pathway	78.5472734827487	0.832689768836095	0.473053892215569	0.355289421157685	0.958142109940702
pericardium development	76.4981986581063	0.832686901514061	0.263473053892216	0.333333333333333	0.958142109940702
RNA phosphodiester bond hydrolysis, endonucleolytic	76.9466704334895	0.832683283017478	0.31936127744511	0.357285429141717	0.958142109940702
neural crest cell migration involved in autonomic nervous system development	78.7916313386004	0.832677758849858	0.44311377245509	0.357285429141717	0.958142109940702
positive regulation of cAMP metabolic process	76.5838555602461	0.832664828126818	0.283433133732535	0.363273453093812	0.958142109940702
histone H3-K9 modification	76.571267162396	0.832664421051184	0.295409181636727	0.345309381237525	0.958142109940702
water transport	77.6721657505056	0.83265391887676	0.37125748502994	0.349301397205589	0.958142109940702
maintenance of location in cell	78.0190631352113	0.832651140083488	0.411177644710579	0.349301397205589	0.958142109940702
positive regulation of sequence-specific DNA binding transcription factor activity	77.8957819707343	0.832647407263542	0.465069860279441	0.419161676646707	0.958142109940702
response to acid chemical	76.6505275761116	0.832647204699901	0.327345309381238	0.415169660678643	0.958142109940702
negative regulation of cellular response to hypoxia	76.9989223806081	0.832642060547899	0.333333333333333	0.337325349301397	0.958142109940702
cell migration in hindbrain	83.5774521889734	0.832634809974922	0.730538922155689	0.37125748502994	0.958142109940702
apical protein localization	75.43817841115	0.832631023898384	0.253493013972056	0.401197604790419	0.958142109940702
relaxation of smooth muscle	75.2188378816632	0.832630673926185	0.19560878243513	0.367265469061876	0.958142109940702
DNA cytosine deamination	78.0225793308056	0.832627790895204	0.421157684630739	0.385229540918164	0.958142109940702
histone H3-T6 phosphorylation	77.0499753169477	0.832627359466812	0.365269461077844	0.411177644710579	0.958142109940702
regulation of insulin receptor signaling pathway	76.9704420048673	0.832623247338185	0.295409181636727	0.339321357285429	0.958142109940702
modification-dependent macromolecule catabolic process	77.3803960187804	0.832620552633512	0.437125748502994	0.441117764471058	0.958142109940702
modification-dependent protein catabolic process	77.380226769497	0.832616349406351	0.421157684630739	0.417165668662675	0.958142109940702
endothelial cell proliferation	76.8363045040583	0.832609925542802	0.283433133732535	0.321357285429142	0.958142109940702
ubiquitin-dependent protein catabolic process	77.3815674886259	0.832609346809074	0.405189620758483	0.425149700598802	0.958142109940702
amino sugar metabolic process	77.0861172173728	0.832608119725566	0.31936127744511	0.36127744510978	0.958142109940702
ribonucleoside diphosphate metabolic process	77.9492306852255	0.832597744620811	0.343313373253493	0.301397205588822	0.958142109940702
female sex differentiation	76.6778664476936	0.832596564563091	0.267465069860279	0.321357285429142	0.958142109940702
cellular response to prostaglandin E stimulus	75.8059869986403	0.832592084931467	0.229540918163673	0.363273453093812	0.958142109940702
regulation of protein folding	78.2678174408452	0.832589989005855	0.413173652694611	0.337325349301397	0.958142109940702
pyridine-containing compound metabolic process	77.9451222142652	0.832589057367844	0.419161676646707	0.36127744510978	0.958142109940702
regulation of cytoplasmic translation	77.0662183104538	0.832580457421042	0.281437125748503	0.295409181636727	0.958142109940702
vascular process in circulatory system	77.5477264982317	0.832579516101816	0.365269461077844	0.365269461077844	0.958142109940702
purine nucleoside diphosphate metabolic process	77.9523258690623	0.83257812036266	0.397205588822355	0.341317365269461	0.958142109940702
purine ribonucleoside diphosphate metabolic process	77.9523258690623	0.83257812036266	0.397205588822355	0.335329341317365	0.958142109940702
positive regulation of protein catabolic process in the vacuole	77.2217074209628	0.832575604435434	0.343313373253493	0.369261477045908	0.958142109940702
regulation of hemopoiesis	77.3245733710245	0.832575531495191	0.427145708582834	0.419161676646707	0.958142109940702
histone-threonine phosphorylation	77.0623267964	0.83256033595476	0.329341317365269	0.347305389221557	0.958142109940702
positive regulation of B cell proliferation	76.0575183341178	0.832545126315971	0.209580838323353	0.317365269461078	0.958142109940702
urea metabolic process	75.5867184817853	0.832538928388488	0.177644710578842	0.333333333333333	0.958142109940702
nitrogen cycle metabolic process	75.5867184817853	0.832538928388488	0.193612774451098	0.335329341317365	0.958142109940702
regulation of sequence-specific DNA binding transcription factor activity	77.8899341472524	0.832514656917593	0.465069860279441	0.37125748502994	0.958142109940702
maintenance of protein location in cell	77.366075922198	0.832509652647974	0.339321357285429	0.323353293413174	0.958142109940702
regulation of epithelial cell differentiation	77.7773873313018	0.83250808060342	0.43313373253493	0.393213572854291	0.958142109940702
response to purine-containing compound	77.5408962488769	0.832503293126636	0.377245508982036	0.357285429141717	0.958142109940702
heart induction	76.8628031262644	0.832502035970832	0.31936127744511	0.373253493013972	0.958142109940702
BMP signaling pathway involved in heart induction	76.8628031262644	0.832502035970832	0.331337325349301	0.375249500998004	0.958142109940702
endodermal-mesodermal cell signaling	76.8628031262644	0.832502035970832	0.30938123752495	0.367265469061876	0.958142109940702
endodermal-mesodermal cell signaling involved in heart induction	76.8628031262644	0.832502035970832	0.315369261477046	0.363273453093812	0.958142109940702
regulation of membrane potential	77.4549372192672	0.832498205803302	0.405189620758483	0.411177644710579	0.958142109940702
regulation of T-helper 17 type immune response	77.1933875215736	0.832496191319841	0.339321357285429	0.343313373253493	0.958142109940702
detection of chemical stimulus	76.5895310285361	0.832481021000783	0.277445109780439	0.349301397205589	0.958142109940702
regulation of melanin biosynthetic process	76.6757051195346	0.832479290557728	0.317365269461078	0.363273453093812	0.958142109940702
regulation of secondary metabolite biosynthetic process	76.6757051195346	0.832479290557728	0.273453093812375	0.329341317365269	0.958142109940702
distal tubule development	79.8919747016282	0.832468007647887	0.514970059880239	0.303393213572854	0.958142109940702
integrin activation	77.4961505224948	0.832467961998302	0.343313373253493	0.343313373253493	0.958142109940702
chondroblast differentiation	77.2994926935701	0.832466422156327	0.359281437125749	0.357285429141717	0.958142109940702
heparan sulfate proteoglycan catabolic process	78.7662977150034	0.832464282647426	0.451097804391218	0.359281437125749	0.958142109940702
cell cycle phase transition	77.2412386706987	0.832463125173551	0.347305389221557	0.375249500998004	0.958142109940702
mitotic cell cycle phase transition	77.2408554993358	0.832462656306386	0.407185628742515	0.43313373253493	0.958142109940702
protein catabolic process	77.6634145583174	0.832459085811998	0.477045908183633	0.461077844311377	0.958142109940702
ribonucleoprotein complex disassembly	78.1093007217814	0.832439436392444	0.43313373253493	0.357285429141717	0.958142109940702
common-partner SMAD protein phosphorylation	77.0889857576917	0.832438055399966	0.375249500998004	0.403193612774451	0.958142109940702
lymph node development	77.2537322131598	0.832437002554988	0.3812375249501	0.391217564870259	0.958142109940702
proteolysis	77.5790758723126	0.832436447668941	0.457085828343313	0.415169660678643	0.958142109940702
positive regulation of B cell receptor signaling pathway	77.0899043281547	0.832432598097638	0.375249500998004	0.401197604790419	0.958142109940702
regulation of synaptic transmission, dopaminergic	76.4065569953679	0.83243154357496	0.24750499001996	0.327345309381238	0.958142109940702
innate immune response	77.4181618640529	0.832431077142334	0.437125748502994	0.425149700598802	0.958142109940702
protein exit from endoplasmic reticulum	77.3463342666593	0.832430916614051	0.315369261477046	0.305389221556886	0.958142109940702
negative regulation of kidney development	76.7806502141486	0.832430358012235	0.303393213572854	0.331337325349301	0.958142109940702
regulation of cellular response to growth factor stimulus	77.9197011186104	0.832428104844844	0.453093812375249	0.401197604790419	0.958142109940702
positive regulation of chromatin organization	76.8868302911202	0.832425886594779	0.289421157684631	0.355289421157685	0.958142109940702
cell cycle G2/M phase transition	77.2035228954101	0.832418771098538	0.357285429141717	0.397205588822355	0.958142109940702
protein hydroxylation	76.9302384933767	0.832416344984713	0.289421157684631	0.323353293413174	0.958142109940702
G2/M transition of mitotic cell cycle	77.203797405709	0.832415124235381	0.329341317365269	0.343313373253493	0.958142109940702
hippo signaling	78.736547908717	0.832409447746398	0.445109780439122	0.321357285429142	0.958142109940702
maintenance of protein location	77.5885712737833	0.832409097904796	0.429141716566866	0.401197604790419	0.958142109940702
regulation of activin receptor signaling pathway	76.5224865382885	0.83240628181815	0.24750499001996	0.313373253493014	0.958142109940702
ADP metabolic process	77.9905042226804	0.8323995866554	0.379241516966068	0.315369261477046	0.958142109940702
protein localization to pericentriolar material	78.0267064616044	0.832394310516492	0.359281437125749	0.325349301397206	0.958142109940702
positive regulation of response to external stimulus	77.0280221614304	0.832391954035043	0.367265469061876	0.393213572854291	0.958142109940702
exosomal secretion	75.4221062741095	0.832389958648481	0.193612774451098	0.369261477045908	0.958142109940702
positive regulation of myeloid leukocyte mediated immunity	76.5713149513851	0.832386596705283	0.25748502994012	0.31936127744511	0.958142109940702
carboxylic acid metabolic process	77.6561897999778	0.832373489366516	0.469061876247505	0.453093812375249	0.958142109940702
negative regulation of mitochondrion organization	80.5635045705638	0.832368354318352	0.616766467065868	0.357285429141717	0.958142109940702
negative regulation of biosynthetic process	77.9767222794649	0.832360828039851	0.562874251497006	0.487025948103792	0.958142109940702
modulation by host of viral process	77.2484363736944	0.832359799095906	0.313373253493014	0.323353293413174	0.958142109940702
myeloid leukocyte activation	78.260165885075	0.832343964847369	0.536926147704591	0.417165668662675	0.958142109940702
positive regulation of B cell activation	76.1560251270512	0.832341046664991	0.241516966067864	0.383233532934132	0.958142109940702
cardiac septum morphogenesis	77.6922540038362	0.832331664386003	0.353293413173653	0.329341317365269	0.958142109940702
lipopolysaccharide transport	77.4993346821617	0.832331287183677	0.383233532934132	0.393213572854291	0.958142109940702
cardiac ventricle development	79.5747558266145	0.832326309409911	0.558882235528942	0.357285429141717	0.958142109940702
